"id","code","name"
447,141391747,CHOJATA
448,140814871,CHONGOYAPE
449,140678425,CHOTA
450,241195676,CHRISTIAN BARNARD-CALLAO
451,240921767,CHRISTIAN BARNARD-CONCEPCION
452,141390004,CHUPA
453,141375310,CHUPACA
454,140815068,CHUQUIBAMBA
455,140803908,CHURCAMPA
456,241305556,CIBERNET UTCUBAMBA
457,241182823,CIBERNET-CHICLAYO
458,241612753,CIBERNETICA Y TECNOLOGÍA
459,241123314,CIBERTEC
460,241395185,"CIENCIA, TECNOLOGIA Y DEPORTE-CITED"
461,241600469,CIENCIAS DE LA SALUD
462,240695460,CIENCIAS TECNOLOGICAS DE AREQUIPA
463,240724518,CIMA
464,240898452,CIMAC DEL SUR
465,241027622,CIPRODA
466,241124338,CIRO ALEGRIA
467,141158385,CIUDAD ETEN
468,140932384,CLORINDA MATTO DE TURNER
469,140817510,COLONIA DEL CACO
470,241113778,COLUMBIA
471,241232735,COMPLEJO HOSPITALARIO SAN PABLO
472,241222041,COMPUTER G & L
473,241421759,COMPUTER MASTER
474,241635317,COMPUTRON CAJAMARCA
475,241114974,COMPUTRON -LIMA
476,241345107,COMPUTRONIC TECH-AREQUIPA
477,241065937,COMPUTRONIC TECH-LIMA
478,241124353,CONDORAY
479,140803981,CONTAMANA
480,240736272,CONTINENTAL
481,141144450,CONTRALMIRANTE MANUEL VILLAR OLIVERA
482,141302363,COPACABANA
483,241114214,CORAZON DE JESUS
484,241464320,CORRIENTE ALTERNA
485,241350651,CREA E INNOVA - INSTITUTO DE EMPRENDEDORES
486,241162841,CRISTO REY
487,241380336,CUMBRE
488,140815217,CURAHUASI
489,140691691,CUTERVO
490,241355684,DAITEC
491,141145309,DAMASO LABERGE
492,140659003,DANIEL ALCIDES CARRION-DANIEL ALCIDES CARRION
493,240466425,DANIEL ALCIDES CARRION-LIMA
494,140665984,DANIEL VILLAR
495,241117670,DATA SYSTEMS INGENIEROS
496,241224807,DE ADMINISTRACION GERENCIAL - ISAG-CHICLAYO
497,241206523,DE ADMINISTRACION GERENCIAL ISAG-PIURA
498,241355643,DE ADMINISTRACION Y PROMOTORIA EMPRESARIAL - INAPE 
499,241158807,DE ALTA DIRECCION DE EMPRESAS HISPANO-AMERICANA
500,241350644,DE ARTES VISUALES EDITH SACHS
501,241272038,DE AVANCE TECNOLÓGICO Y CIENTÍFICO-ISATEC
502,141025089,DE CABANILLAS
503,140723775,DE CASMA
504,141331503,DE CHINCHEROS
505,141367127,DE CHIRINOS
506,241321942,DE CIENCIAS DE LA INFORMACION
507,241175082,DE CIENCIAS-INTEC (HIPOLITO UNANUE)
508,241123918,DE COMERCIO EXTERIOR
509,140920736,DE CONCEPCION
510,241468578,DE DIRECCION INTERMEDIA CAME
511,241124486,DE DISEÑO PUBLICITARIO LEO DESIGN
512,141147669,DE EL ESTRECHO-RIO PUTUMAYO
513,241526045,DE EMPRENDEDORES-LIMA
514,140783282,DE ESPINAR
515,241414010,DE FORMACION BANCARIA - AREQUIPA 
516,241390392,DE FORMACION BANCARIA - CHICLAYO 
517,241123405,DE FORMACION BANCARIA IFB
518,241213172,DE FORMACION EMPRESARIAL EN COMPUTACION E INFORMATICA - ITEC
519,241355528,DE GASTRONOMIA LE CUISINIER 
520,241468511,DE GASTRONOMIA MARCELINO PAN Y VINO
521,140760843,DE HUALLAGA
522,140723783,DE HUARMEY
523,241325786,DE INTEGRACION INTERNACIONAL - INTER
524,241323260,DE INVESTIGACIONES INDUSTRIALES
525,241114206,DE LA CLINICA RICARDO PALMA-LIMA
526,241355650,DE LA CLINICA RICARDO PALMA - SEDE CALLAO
527,241066778,DE LA CONSTRUCCION - CAPECO
528,141032440,DE LA JOYA
529,140911891,DE LLAMELLIN
530,241115179,DE LOS ANDES-LIMA
531,141126457,DE LOS ANDES-MARISCAL NIETO
532,241124114,DE MARKETING DEL PERU
533,241440841,DE MODA Y DISEÑO MAD
534,241123561,DE OPTOMETRIA Y CIENCIAS EUROHISPANO
535,140684654,DE PISCOBAMBA
536,141380351,DE PROGRESO
537,241364686,DE SALUD ALBERTO BARTON THOMPSOM
538,241472281,DE SALUD FELICIANO RODRIGUEZ CRUZ
539,241115286,DE TECNICAS AGROPECUARIAS-INTAP
540,241468321,DE TELEMATICA GAUSS DATA VIRTUAL
541,241468313,DE TEXTILERIA Y COMERCIO - ITC 
542,241571314,DE TURISMO DE PUNO
543,241571504,DE TURISMO SAN LUIS DE ALBA
544,141029297,DE YUNGUYO
545,241024553,DEL ALTIPLANO
546,241364694,DEL CUSCO - ANTA
547,241206754,DEL NOR OESTE
548,240702456,DEL NORTE S.A.C.
549,241191030,DEL ORIENTE
550,241000777,DEL SANTA
551,240815001,DEL SUR
552,141029404,DESAGUADERO
553,241126606,DETECSUR 
554,241061407,DIDASCALIO CRISTO REY
555,140337931,DISEÑO Y COMUNICACION
556,241064476,DIVINA MISERICORDIA
557,241101674,DON BOSCO
558,141158922,EDILBERTO RIVAS VASQUEZ
559,241468636,EDUCACION MEDICA SAN FERNANDO 
560,241448182,EDUCACION PARA EL DESARROLLO
561,241223882,EDUCACION Y SOLIDARIDAD
562,241213255,EDUTEC
563,241351485,EDUTEC-INSTITUTO DE FORMACION EMPRESARIAL
564,241114560,EL BUEN PASTOR
565,141351543,EL DESCANSO
566,141590868,EL DORADO
567,141335744,EL MILAGRO
568,241460492,EL PACIFICO
569,241123686,ELA
570,140584672,ELEAZAR GUZMAN BARRON
571,240891531,ELMER FAUCETT-AREQUIPA
572,241123033,ELMER FAUCETT-LIMA
573,241147180,EMILIO ROMERO PADILLA
574,241183284,ENRIQUE HANZ BRUNNING
575,141158914,ENRIQUE LOPEZ ALBUJAR
576,141390608,ENRIQUE PABLO MEJIA TUPAYACHI
577,140724492,ERASMO ARELLANO GUILLEN
578,240891440,ESADE COMPUTER CENTER MIGUEL GRAU
579,241193093,ESCUELA DE NEGOCIOS Y DESARROLLO GERENCIAL
580,141114412,ESCUELA NACIONAL DE ARCHIVEROS
581,241064922,ESCUELA SUPERIOR PARTICULAR DE ADMINISTRACION RURAL - LUIS FELIPE MASSARO GATNAU
582,241123041,ESCUELA SUPERIOR PRIVADA DE TECNOLOGIA SENATI
583,241345099,ESDIT 
584,241114123,ESEFUL 
585,241386937,ESITUR INTERNATIONAL
586,241525856,ESIVI
587,241385574,ESSUMIN
588,240886580,ESTUDIOS SUPERIORES DEL SUR
589,240758276,EUGENIO PACCELLY
590,241123116,EUROIDIOMAS
591,241468305,EXPRO - EXCELENCIA PROFESIONAL
592,140815050,FAUSTINO B. FRANCO
593,141187830,FEDERICO GONZALES CABEZUDO
594,141219146,FEDERICO URANGA
595,241425057,FEDERICO VILLARREAL - CHINCHA
596,240607325,FEDERICO VILLARREAL-LIMA
597,140696047,FELIPE ALVA Y ALVA
598,140698167,FELIPE HUAMAN POMA DE AYALA
599,241119577,FELIX DE LA ROSA REATEGUI Y GAVIRIA
600,241141282,FERMIN TANGUIS
601,141550789,FERNANDO BELAUNDE TERRY
602,140886499,FERNANDO LEON DE VIVERO
603,141150861,FERNANDO LORES TENAZOA
604,241536663,FIBONACCI
605,240892315,FLAVISUR
606,241182625,FLORENCE NIGHTINGALE
607,140758094,FLORENCIA DE MORA
608,241469931,FRANCIS COLLINS
609,241125848,FRANCISCO ANTONIO DE ZELA
610,140551317,FRANCISCO DE PAULA GONZALES VIGIL
611,241450949,FRANCISCO RICCI
612,141081157,FRANCISCO VIGO CABALLERO
613,240920579,FRANKLIN ROOSEVELT-HUANCAYO
614,241066257,FRANKLIN ROOSEVELT-LIMA
615,240702761,FREDERICK WINSLOW TAYLOR
616,241389998,FUTURO DEL SUR-EL CARMEN
617,241469956,GABRIELA PORTO DE POWER
618,241060979,GALENO
619,241468586,GASTROTUR PERU
620,140605717,GENERAL OSCAR ARTETA TERZI
621,241366574,GENOVA
622,241351592,GESTION & SALUD
623,140705012,GILDA LILIANA BALLIVIAN ROSADO
