"id","code","name"
2292,522025, INDUSTRIAS ALIMENTARIAS
2293,441095, COMPUTACIÓN E INFORMÁTICA
2294,713015, PRÓTESIS DENTAL
2295,714035, ENFERMERÍA TÉCNICA
2296,611115, PRODUCCIÓN AGROPECUARIA 
2297,525065, ELECTRÓNICA INDUSTRIAL
2298,714035, ENFERMERÍA TÉCNICA
2299,526165, MECÁNICA AUTOMOTRIZ
2300,441095, COMPUTACIÓN E INFORMÁTICA
2301,714035, ENFERMERÍA TÉCNICA
2302,441095, COMPUTACIÓN E INFORMÁTICA
2303,714035, ENFERMERÍA TÉCNICA
2304,715025, LABORATORIO CLÍNICO
2305,222125, DISEÑO GRÁFICO
2306,342025, CONTABILIDAD
2307,612015, ADMINISTRACIÓN DE RECURSOS FORESTALES 
2308,611115, PRODUCCIÓN AGROPECUARIA
2309,714035, ENFERMERÍA TÉCNICA
2310,525065, ELECTRÓNICA INDUSTRIAL
2311,526165, MECÁNICA AUTOMOTRIZ
2312,714035, ENFERMERÍA TÉCNICA
2313,512075, TELEMÁTICA
2314,512025, SISTEMAS DE TELECOMUNICACIONES
